Date,BIL,GSG,GVI,IYR,JEDAX,JKD,LQD,MDY,MUB,PIGLX,VFINX,VIGRX,VISVX,VUSTX,^RUT
2007-12-19,85.86296844482422,50.880001068115234,75.79122161865234,39.052574157714844,4.486938953399658,61.09710693359375,63.137027740478516,130.796142578125,70.53643035888672,5.363652229309082,103.91473388671875,28.39612579345703,11.954167366027832,6.139400005340576,756.1300048828125
2007-12-20,85.90037536621094,51.130001068115234,75.72483825683594,39.19939041137695,4.492242336273193,61.29410934448242,62.831199645996094,132.76272583007812,70.10041046142578,5.369008541107178,104.44831848144531,28.656484603881836,12.078529357910156,6.144713401794434,767.5399780273438
2007-12-21,85.90037536621094,51.75,75.57723999023438,39.86886215209961,4.497548580169678,62.32462692260742,62.765174865722656,134.22235107421875,70.01734161376953,5.342221260070801,106.21346282958984,29.133804321289062,12.3117036819458,6.059664726257324,785.5999755859375
2007-12-24,85.90037536621094,52.20000076293945,75.4812240600586,40.95529556274414,4.502850532531738,62.65806198120117,62.447391510009766,135.52297973632812,69.86511993408203,5.347580432891846,107.06885528564453,29.36812400817871,12.467156410217285,6.033085823059082,794.3900146484375
2007-12-26,85.86296844482422,53.27000045776367,75.2820053100586,40.274085998535156,4.497548580169678,62.55195617675781,62.46537399291992,135.4380645751953,69.78205108642578,5.35829496383667,107.16213989257812,29.42020606994629,12.428293228149414,5.985246658325195,797.030029296875
2007-12-27,85.90037536621094,53.130001068115234,75.58561706542969,39.49055099487305,4.502850532531738,61.804840087890625,62.83582305908203,133.312744140625,70.23667907714844,5.390443801879883,105.66136169433594,29.012304306030273,12.132936477661133,6.011826515197754,773.510009765625
2007-12-28,85.89849853515625,52.810001373291016,75.93368530273438,38.908409118652344,4.508152008056641,61.9190559387207,63.034671783447266,133.04920959472656,70.29910278320312,5.444028377532959,105.81687927246094,29.055696487426758,12.094073295593262,6.075610160827637,771.760009765625
2007-12-31,85.87977600097656,52.7400016784668,76.17061614990234,39.027217864990234,4.516172885894775,61.279300689697266,63.15511703491211,131.85061645507812,70.76415252685547,5.464985370635986,105.09369659423828,28.838727951049805,12.039668083190918,6.158079147338867,766.030029296875
2008-01-02,85.95477294921875,54.65999984741211,76.40019989013672,38.70050048828125,4.5322065353393555,60.45675277709961,63.90205764770508,130.9580078125,70.98622131347656,5.55095911026001,103.5929183959961,28.430843353271484,11.853127479553223,6.2437615394592285,753.5499877929688
2008-01-03,85.89849853515625,54.65999984741211,76.53350830078125,37.44711685180664,4.53754997253418,60.57100296020508,63.69124221801758,129.9973907470703,70.90290832519531,5.572458267211914,103.5929183959961,28.465553283691406,11.674359321594238,6.233044147491455,745.010009765625
2008-01-04,85.87977600097656,54.29999923706055,76.7186279296875,36.25908279418945,4.53754997253418,59.33720016479492,64.21534729003906,126.36739349365234,70.86827850341797,5.604699611663818,101.05016326904297,27.615068435668945,11.332366943359375,6.2437615394592285,721.5999755859375
2008-01-07,85.95477294921875,52.68000030517578,76.77787780761719,36.59767150878906,4.542893886566162,59.47426986694336,64.13700103759766,125.59387969970703,70.79188537597656,5.588576793670654,101.37672424316406,27.580347061157227,11.394546508789062,6.2598161697387695,723.9500122070312
2008-01-08,85.89849853515625,53.70000076293945,76.91112518310547,35.26706314086914,4.569617748260498,58.90305709838867,64.01651000976562,122.66100311279297,70.68779754638672,5.583205699920654,99.54938507080078,27.08567237854004,11.09141731262207,6.249113082885742,704.8599853515625
2008-01-09,85.84223175048828,53.5,76.82227325439453,35.96207046508789,4.564273357391357,59.55804443359375,63.88402557373047,123.34957122802734,70.86827850341797,5.5778303146362305,100.91020202636719,27.441492080688477,11.184687614440918,6.281239986419678,712.1199951171875
