Date,BIL,CBFSX,GVI,HYG,ILTB,IYR,JKD,MDY,MUB,VIGRX,VISVX
2020-04-23,91.54299926757812,10.19835376739502,114.8161849975586,76.47499084472656,72.47732543945312,71.55779266357422,156.08944702148438,276.66412353515625,110.31571960449219,88.63556671142578,21.876657485961914
2020-04-24,91.53300476074219,10.19835376739502,114.89523315429688,75.75918579101562,72.56523895263672,71.85401153564453,158.48333740234375,280.2906799316406,110.27628326416016,89.98109436035156,22.173757553100586
2020-04-27,91.53300476074219,10.139233589172363,114.74701690673828,76.06871032714844,71.6861343383789,74.12506866455078,161.5924072265625,291.9653625488281,110.2368392944336,90.93791961669922,23.13439178466797
2020-04-28,91.53300476074219,10.18954086303711,115.07310485839844,76.30086517333984,72.06707763671875,74.79650115966797,160.86727905273438,295.04547119140625,109.75369262695312,89.7020263671875,23.609756469726562
2020-04-29,91.52301025390625,10.199403762817383,115.16203308105469,77.64542388916016,72.11592102050781,75.94190216064453,164.52268981933594,307.4454040527344,109.73397064208984,92.68212127685547,24.68922996520996
2020-04-30,91.54299926757812,10.169812202453613,115.15215301513672,77.80020141601562,71.58845520019531,75.09273529052734,162.28773498535156,297.8871154785156,109.6748046875,92.66219329833984,23.84743881225586
2020-05-01,91.5270004272461,10.169812202453613,115.00370025634766,76.45820617675781,71.75003814697266,72.54520416259766,157.91714477539062,287.6630859375,110.22807312011719,90.09073638916016,22.936323165893555
2020-05-04,91.5270004272461,10.140218734741211,115.06307983398438,76.3512954711914,71.45626068115234,72.32797241210938,158.06614685058594,288.02081298828125,110.52446746826172,91.04755401611328,22.886804580688477
2020-05-05,91.5270004272461,10.130356788635254,114.98387908935547,77.01210021972656,71.27018737792969,72.67356872558594,159.66539001464844,290.782958984375,110.78133392333984,92.1937484741211,22.946226119995117
2020-05-06,91.53700256347656,10.07116985321045,114.96410369873047,76.5748062133789,69.89922332763672,71.46891784667969,158.19528198242188,288.5473937988281,110.88013458251953,92.30338287353516,22.53028106689453
2020-05-07,91.5270004272461,10.110627174377441,115.1125717163086,76.76915740966797,70.47699737548828,72.41683959960938,160.1123809814453,293.30670166015625,111.26544189453125,93.81835174560547,22.936323165893555
2020-05-08,91.5270004272461,10.051443099975586,115.05318450927734,77.49797821044922,69.91881561279297,74.14480590820312,163.39031982421875,303.8088684082031,111.25556182861328,95.0044174194336,23.85733985900879
2020-05-11,91.53700256347656,10.002123832702637,114.9542007446289,77.14814758300781,69.35084533691406,73.09815216064453,163.24131774902344,301.69256591796875,111.27531433105469,95.5824966430664,23.401782989501953
2020-05-12,91.53700256347656,10.051443099975586,115.07298278808594,77.05097198486328,70.02653503417969,69.74095153808594,159.9733123779297,290.5743408203125,111.48279571533203,93.64891815185547,22.500572204589844
2020-05-13,91.53700256347656,10.07116985321045,115.06307983398438,76.64283752441406,70.40843200683594,68.09197235107422,157.64895629882812,280.69805908203125,111.57170104980469,92.33328247070312,21.609264373779297
2020-05-14,91.54700469970703,10.090898513793945,115.22145080566406,76.38045501708984,71.21144104003906,68.40794372558594,159.1488494873047,283.857666015625,111.80883026123047,93.14059448242188,21.886560440063477
2020-05-15,91.5270004272461,10.110627174377441,115.2115478515625,76.48734283447266,71.13310241699219,68.09197235107422,159.58592224121094,286.1727294921875,112.1249771118164,93.88811492919922,22.035112380981445
2020-05-18,91.5270004272461,10.130356788635254,115.25112915039062,77.83809661865234,70.80992889404297,72.06137084960938,165.3968048095703,303.51080322265625,112.0953369140625,96.19047546386719,23.599853515625
2020-05-19,91.5270004272461,10.199403762817383,115.48867797851562,77.93527221679688,70.8882827758789,71.25170135498047,163.3605194091797,299.32781982421875,112.47076416015625,95.76189422607422,23.164100646972656
2020-05-20,91.5270004272461,10.258588790893555,115.52828216552734,78.76126861572266,71.76961517333984,71.94287872314453,165.6352081298828,305.8258361816406,112.5893325805664,97.51606750488281,23.79792022705078
2020-05-21,91.53700256347656,10.278314590454102,115.59756469726562,78.74183654785156,71.79898071289062,71.84414672851562,164.70147705078125,307.3262023925781,112.8264389038086,96.6788558959961,23.896953582763672
2020-05-22,91.5270004272461,10.288179397583008,115.61736297607422,78.93618774414062,72.14173126220703,72.8216781616211,164.74122619628906,307.0479736328125,113.17222595214844,97.16722869873047,23.926664352416992
2020-05-26,91.53700256347656,10.298043251037598,115.7955093383789,79.52896881103516,71.7304458618164,75.47782135009766,167.69137573242188,317.798583984375,113.23150634765625,97.36656951904297,24.956621170043945
2020-05-27,91.5270004272461,10.303971290588379,115.76583099365234,79.69416809082031,71.87733459472656,76.9293212890625,170.47264099121094,326.0552978515625,113.44886016845703,98.10411834716797,25.828121185302734
2020-05-28,91.5270004272461,10.323729515075684,115.7757339477539,79.77189636230469,71.78919982910156,77.24528503417969,170.47264099121094,321.2761535644531,113.34017944335938,98.22372436523438,25.243820190429688
2020-05-29,91.5270004272461,10.35336685180664,116.03307342529297,80.09257507324219,72.28861236572266,76.44548034667969,169.9859161376953,319.4678039550781,113.80453491210938,99.12073516845703,24.97642707824707
2020-06-01,91.53700256347656,10.35336685180664,115.993408203125,80.69841003417969,72.06085968017578,78.21295166015625,171.07855224609375,323.5911865234375,113.77285766601562,99.75862121582031,25.32304573059082
2020-06-02,91.53700256347656,10.383005142211914,116.171875,81.49835968017578,72.06085968017578,78.91401672363281,172.40960693359375,326.4825134277344,113.66397857666016,100.46627807617188,25.580535888671875
2020-06-03,91.53700256347656,10.383005142211914,116.05289459228516,81.87883758544922,71.56014251708984,81.28380584716797,175.6080780029297,335.51422119140625,113.47593688964844,101.36328887939453,26.5213623046875
2020-06-04,91.53700256347656,10.373126029968262,115.9834976196289,81.62519073486328,71.28527069091797,80.59262084960938,175.20082092285156,335.61358642578125,113.37696075439453,100.29682922363281,26.798656463623047
2020-06-05,91.51699829101562,10.373126029968262,115.94384765625,82.39588165283203,71.34416198730469,83.52522277832031,180.03826904296875,346.2350158691406,113.25819396972656,102.59918212890625,27.82861328125
